ID,name,longitude,latitude,address,region,country,destination_id
11226,Playa Alicia,-70.5196,19.7654,"98, Sosúa, Dominican Republic",Puerto Plata,Dominican Republic,1965
11227,Les Gorets,-2.9103,47.5674,"Île Longue, 56870 Larmor-Baden, France",Bretagne,France,1971
11230,Dolphins Reef,34.9369,29.526,"Mitsrayim Road/Dolfin Reef, Eilat, Israel",South District,Israel,146
11232,la rochelle channel,35.6316,34.1596,"Amchit Bay Beach Residences, طريق البحري، Lebanon",Jabal Lubnan,Lebanon,367
11235,pink reef,39.4493,-6.4402,,,,2784
11241,El Dofí Nord,3.226,42.0444,,Cataluña,España,4069
11243,Gray Quarry,-82.4743,36.4067,Buckingham Rd 169,TN,United States,4352
11248,chesil cove,-2.4494,50.5578,"S W Coast Path, Portland, UK",England,United Kingdom,4353
11251,Thong Nai Pan,100.059,9.7727,"Unnamed Road, Tambon Ban Tai, Amphoe Ko Pha-ngan, Chang Wat Surat Thani 84280, Thailand",Chang Wat Surat Thani,Thailand,1725
11252,Koh Ma,99.9794,9.7995,Thailand,Nakhon Si Thammarat-provinsen,Thailand,1880
11257,Harbor Ledges,-159.5684,21.8669,"Kauai County, HI, USA",Hawaii,United States,4354
11259,Tascó Petit,3.2267,42.0411,"Carrer Cap de la Barra, 36, 17258 Torroella de Montgrí, Girona, España",Catalunya,España,4069
11260,Halaveli House Reef,72.9219,4.0378,"Unnamed Road, Maldives",,Maldives,2625
11262,Bossy’s Canyon,55.2804,-21.2007,"N1A, Réunion",Saint-Paul,Réunion,1555
11266,Islote de la Nao,-0.4591,38.1611,"Calle Virgen del Carmen-tabarca, 31, 03138 Tabarca, Alicante, Spain",Comunidad Valenciana,Spain,216
11267,Haigh Quarry,-87.8258,41.1403,,IL,United States,4355
11268,Santa Caterina di Nardò,17.9795,40.1401,"Via Cantù, 96, 73050 Nardò LE, Italy",Puglia,Italy,99
11269,Ted&#039;s Point,-86.8786,16.0934,"Unnamed Road, Honduras",Islas de la Bahía,Honduras,282
11270,Stillwater Cove,-123.2975,38.547,"22590 CA-1, Jenner, CA 95450, USA",California,United States,2511
11271,Truk Lagoon,151.8428,7.4129,,Micronesia,Micronesia,4356
11272,Puerto Fenicio,-5.6106,36.0058,"Calle Segismundo Moret, 11380 Tarifa, Cádiz, Spain",Andalucía,Spain,766
11276,Pepper Park,-80.2957,27.4982,"3413 Florida A1A, Fort Pierce, FL 34949, USA",Florida,United States,1330
11277,60 Foot Ledges,-80.2969,27.4716,"1640 Seaway Dr, Fort Pierce, FL 34949, USA",Florida,United States,1330
11278,"Grotta dell&#039;olio, Mondello",13.3019,38.2211,"Sentiero Spartivento, 90151 Palermo PA, Italy",Sicilia,Italy,104
11279,Laguna Kaan Luum,-87.5526,20.1662,"Unnamed Road, Quintana Roo, Mexico",Quintana Roo,Mexico,1633
11282,La Nacra,2.8082,41.6745,"Unnamed Road, 17300, Girona, Spain",Catalunya,Spain,1742
11284,Es Banc,1.3906,38.7261,"Unnamed Road, 07871, Illes Balears, Spain",Illes Balears,Spain,338
11286,Pamilacan Island,123.9228,9.4839,"Pamilacan Barangay Rd, Baclayon, Bohol, Philippines",Central Visayas,Philippines,4357
11287,Piscine les Dômes,2.8814,42.761,Avenue de la Marne,,France,4358
11290,Mobys Dive Shop,-85.5793,43.0588,"5300 Northland Dr NE, Grand Rapids, MI 49525, USA",Michigan,United States,4360
11300,Herod&#039;s Submerged Port of Caesarea,34.8896,32.502,"Unnamed Road, Caesarea, Israel",Haifa District,Israel,2722
11301,The Halliburton (Wreck),-86.8959,16.0866,Honduras,,Honduras,282
11302,Porkfish,-81.0725,24.6919,"8 Ocean Dr E, Marathon, FL 33050, USA",Florida,United States,1918
11304,Cañones,-87.825,18.2767,"Ignacio Lopez Rayon, Quintana Roo, Mexico",Quintana Roo,Mexico,3263
11306,La Secchitella,13.426,40.8017,,Lazio,Italia,115
11308,Jezioro Kłodno,18.1183,54.3221,"Unnamed Road, 83-333 Zawory, Poland",pomorskie,Poland,4362
11310,La Seca de Llevadó,2.9167,41.7057,"Càmping Cala Llevadó, 10, 17320 Tossa de Mar, Girona, Spain",Catalunya,Spain,4026
11312,South West Wall,153.421,-27.9424,"Unnamed Road, Main Beach QLD 4217, Australia",Queensland,Australia,287
11315,Relitto Haven,8.6932,44.3858,"Via Fabrizio de Andrè, 16011 Arenzano GE, Italy",Liguria,Italy,4364
11316,"Termaria (Casa de Aqua), La Coruña",-8.4197,43.3688,a coruña,Galicia,España,485
11318,Wildwood Falls,-123.0614,43.7783,"2450 S 6th St, Cottage Grove, OR 97424, USA",Oregon,United States,4365
11319,Sanur Beach,115.2678,-8.709,Indonesia,,Indonesia,37
11322,"Two Mile Reef, Sodwana Bay",32.6845,-27.5294,,KZN,South Africa,3390
11328,Cal Dimoni,4.3032,39.8439,España,,España,1846
11329,Santa Rosa Wall,-87.0365,20.3672,Mexico,,Mexico,4367
11330,Yucab Reef,-87.0099,20.4268,"Carretera Costera Sur, 77600 Q.R., Mexico",Quintana Roo,Mexico,2803
11332,Gamat Bay,115.4683,-8.7009,Indonesia,,Indonesia,1810
11340,Anonymous Beach,33.9797,34.987,"Nissi Ave 65, Ayia Napa 5330, Cyprus",Ammochostos,Cyprus,1655
11344,Paliton Sanctuary,123.4547,9.1768,"Unnamed Road, San Juan, Siquijor, Philippines",Central Visayas,Philippines,1657
11346,Tavernola Bergamasca Percorso Vita,10.0269,45.6818,"Via S. Rocco, 2, 24060 Predore BG, Italy",Lombardia,Italy,4368
11348,La Pileta,-0.0626,38.5506,,,España,3190
11349,Ulua Beach Park,-156.444,20.6911,"Wailea Beach Path, Kihei, HI 96753, USA",Hawaii,United States,1931
11350,Acapulco,-99.9479,16.8644,"De Las Ardillas 117, Balcones al Mar, 39430 Acapulco de Juárez, Gro., Mexico",Guerrero,Mexico,1973
11352,Rhodos  Kalithea Bay,28.2328,36.3723,"Unnamed Road, Rodos 851 00, Greece",,Greece,4369
11353,Waynes World,32.6836,-27.5111,South Africa,,South Africa,3390
11370,Window Rock,-110.9928,27.9255,Mexico,,Mexico,1714
11374,Kiwi Reef,34.9752,29.4065,"Unnamed Road, Jordan",Aqaba Governorate,Jordan,4372
11375,zwembad Dijnselburg ,5.2404,52.106,"Badmeester Schenkpad 8, 3705 GK Zeist, Netherlands",Utrecht,Netherlands,4373
11378,Mistaken Island,117.9427,-35.0642,"Quaranup Rd, Vancouver Peninsula WA 6330, Australia",Western Australia,Australia,706
11381,Hammerhead Shark Point,73.0016,4.264,Alifu Alifu Atoll,North Central Province,Maldives,1746
11382,Camper House Reef,120.9175,13.7569,,,,1718
11383,Steps,120.9105,13.7586,,,,1718
11384,De Jongh diving centre ,28.2266,-25.7685,"541 Roper St, Nieuw Muckleneuk, Pretoria, 0181, South Africa",Gauteng,South Africa,353
11385,Toopua,-151.7612,-16.5334,"Unnamed Road, French Polynesia",Îles Sous-le-Vent,French Polynesia,4214
11386,Tapu,-151.7843,-16.4984,French Polynesia,,French Polynesia,4214
11387,Manta Bommie,153.5479,-27.4238,"28 Timbin Rd, Point Lookout QLD 4183, Australia",Queensland,Australia,2620
11388,Brooke marine,1.7244,52.4762,"Unnamed Road, Lowestoft, UK",England,United Kingdom,728
11390,Sale Marasino,10.1051,45.6969,"Via Fontane, 77a, 25057 Sale Marasino BS, Italy",Lombardia,Italy,4374
11391,Tavernola Porto,10.0473,45.709,"Tavernola - via roma (molo), 24060 Tavernola Bergamasca BG, Italy",Lombardia,Italy,4375
11392,Grè,10.0537,45.788,Via Grè,Lombardia,Italia,4376
11396,Vello,10.0766,45.7583,"Via Provinciale, 19, 25054 Marone BS, Italy",Lombardia,Italy,4377
11402,Eagle Rock,-111.0638,27.9337,,SON,Mexico,2538
11403,Catalina Cove,-111.0592,27.9288,Mexico,,Mexico,2538
11404,Mingo cay,-64.8216,18.3572,"St John 00830, USVI",St. John,U.S. Virgin Islands,1506
11405,Bösinghovener See ,6.6316,51.294,"40670, Am Weilerhof, 40668 Meerbusch, Germany",Nordrhein-Westfalen,Germany,4380
11406,Kahekili Beach Park,-156.6936,20.9383,"Unnamed Road, Lahaina, HI 96761, USA",Hawaii,United States,2515
11410,Grosser Parkplatz,8.6014,47.2908,"Seestrasse 60, 8704 Herrliberg, Switzerland",Zürich,Switzerland,4382
11411,Schoggiwand,8.5499,47.327,"Morfanlage, Seestrasse 104, 8802 Kilchberg, Switzerland",Zürich,Switzerland,4383
11415,Sporting ,13.3274,38.1411,"Via Cruillas, 9, 90145 Palermo PA, Italy",Sicilia,Italy,104
11416,"Twin Peaks, Coron",120.2175,11.9601,"Coron, Philippines",MIMAROPA,Philippines,1782
11417,"Epave Franjack, wreck",-61.7815,16.1658,"N2, Guadeloupe",Basse-Terre,Guadeloupe,466
11418,Na Bosca,2.944,41.7246,"Av. Mar Menuda, 12B, 17320 Tossa de Mar, Girona, Spain",Catalunya,Spain,2330
11420,Porto Pí,2.9005,41.7069,"Urb. Martossa, 96, 17320 Tossa de Mar, Girona, Spain",Catalunya,Spain,2330
11422,Pyramids,35.6376,34.1274,"Unnamed Road, Lebanon",Jabal Lubnan,Lebanon,367
11429,Napoleon Reef,114.6634,-8.1326,"Jl. Pantai Pemuteran, 81155, Indonesia",,Indonesia,3570
11435,Lava Veins Reef,25.387,36.458,Greece,,Greece,2218
11445,Pemuteran Bio Rock Project,114.6554,-8.1425,"Sea, Bali 81155, Indonesia",Bali,Indonesia,3570
11447,"Geliting, Maumere, Flores (sea world club)",122.3082,-8.6362,,Ost-Nusa Tenggara,Indonesien,4386
11448,Inmersión de la Virgen,-3.7286,36.7199,"Calle el Tablazo, 18, 18690 Almuñécar, Granada, Spain",Andalucía,Spain,255
11449,Popes Eye,144.699,-38.277,Victoria,Victoria,Australia,699
11450,Anchor Bay,14.3384,35.9598,"Unnamed Road, Mellieha, Malta",,Malta,444
11451,PORTO ELEA,23.8695,40.1713,"Unnamed Road, Sithonia 630 78, Greece",,Greece,2411
